Index,Company name,Rating,Company type,Sector,Old,Company location,Employees,Reviews
9076,Healthcare Informatics,3.4, 17 years old ,Healthcare , Vadodara/Baroda +5 more,, 201-500 Employees ,68 Reviews
9077,Verificient Technologies,3.6, New York +1 more,Emerging Technologies ,,, 51-200 Employees ,68 Reviews
9078,City Hospital,4, Bengaluru +19 more,Healthcare ,,, 501-1k Employees (Global) ,68 Reviews
9079,Orient Abrasives,4.2, Public ,Metals & Mining , 49 years old , Mumbai +4 more, 51-200 Employees ,68 Reviews
9080,NTT DATA FA Insurance Systems,3.6, 42 years old ,Software Product , Singapore +6 more,, 201-500 Employees ,68 Reviews
9081,Druva,3.6, Indian Unicorn ,Internet , 15 years old , Sunnyvale +3 more, 501-1k Employees ,68 Reviews
9082,Europ Assistance India,3.7, 16 years old ,Insurance , Paris +2 more,, 201-500 Employees ,68 Reviews
9083,Satec Envir Engineering (I),4.3, 32 years old ,Engineering & Construction , Mumbai +4 more,, 501-1k Employees ,68 Reviews
9084,SISA Information Security,2.6, 20 years old ,Hardware & Networking , Bangalore +8 more,, 201-500 Employees ,68 Reviews
9085,Vishal Enterprises,4, Public ,Fashion & Textile , 39 years old , New Delhi +20 more, 10k-50k Employees ,68 Reviews
9086,Cloudtail India,4.1, Startup ,Internet , 9 years old , Bengaluru +4 more, 501-1k Employees ,68 Reviews
9087,Jaya Shree Textiles,3.4, 74 years old ,Fashion & Textile , Hooghly +5 more,, 51-200 Employees ,68 Reviews
9088,Aravind Eye Hospital,4.3, 47 years old ,Healthcare , Madurai +13 more,, 51-200 Employees ,68 Reviews
9089,Sinhgad Technical Education Society,3.4, 30 years old ,Education & Training , Pune +4 more,, 201-500 Employees ,68 Reviews
9090,Infoplus Technologies,3.4, 23 years old ,IT Services & Consulting , Borehamwood +4 more,, 201-500 Employees ,68 Reviews
9091,Futures First info Services,3.7, 21 years old ,Financial Services , Gurgaon +7 more,, 201-500 Employees ,68 Reviews
9092,Royal Cyber,3.9, 10 years old ,IT Services & Consulting , Naperville +5 more,, 201-500 Employees ,68 Reviews
9093,Snap-on Business Solutions,4, 27 years old ,IT Services & Consulting , Richfield +5 more,, 201-500 Employees ,68 Reviews
9094,Oman Trading Establishment,3.9, 32 years old ,Auto Components , Muscat +2 more,, 1k-5k Employees (Global) ,68 Reviews
9095,Pasa Resources,3.7, Ranchi +6 more,Agro Chemicals ,,, 51-200 Employees ,68 Reviews
9096,Seco Komos Automotive,3.9, 56 years old ,Auto Components , Hwaseong-si +4 more,, 201-500 Employees (Global) ,68 Reviews
9097,Sequretek It Solutions,3.6, Startup ,IT Services & Consulting , 10 years old , Mumbai +5 more, 201-500 Employees ,68 Reviews
9098,Blue Consulting,3.9, 18 years old ,Accounting & Auditing , Noida +4 more,, 51-200 Employees ,68 Reviews
9099,Gits Food Products,3.9, 60 years old ,FMCG , Mumbai +22 more,, 201-500 Employees ,68 Reviews
9100,Superon Schweisstechnik India,3.7, Public ,Electronics Manufacturing , 29 years old , Gurgaon/Gurugram +5 more, 51-200 Employees ,68 Reviews
9101,PDVSA,4.3, Public ,Oil & Gas , 145 years old , Dubai, 1-10 Employees ,68 Reviews
9102,Lumens Technologies,4,,1k-5k Employees ,,, Bengaluru/Bangalore +7 more,68 Reviews
9103,Avi Solar Energy,4.3, 13 years old ,Power , Bengaluru/Bangalore +9 more,, 51-200 Employees ,68 Reviews
9104,Vhb Medi Sciences,3.6, 77 years old ,Pharma , Rudrapur +3 more,, 1k-5k Employees ,68 Reviews
9105,Saya homes,3.3, 23 years old ,Real Estate , Noida +3 more,, 201-500 Employees ,68 Reviews
9106,Fourth Partner Energy,4.4, 13 years old ,Power , Hyderabad/Secunderabad +7 more,, 201-500 Employees ,68 Reviews
9107,South India Krishna Oil & Fat,4.4, 14 years old ,Oil & Gas , Nellore +3 more,, 1k-5k Employees ,68 Reviews
9108,GRP,4.1, Public ,Auto Components , 49 years old , Mumbai +12 more, 1k-5k Employees ,68 Reviews
9109,Dr. Mehta's Hospitals,4.2, 90 years old ,Healthcare , Chennai +4 more,, 201-500 Employees (Global) ,68 Reviews
9110,Disposafe Health And Life Care,3.2, Public ,Medical Equipment , 16 years old , Faridabad +4 more, 1k-5k Employees ,68 Reviews
9111,Mizuho Bank,3.6, 21 years old ,Banking , Mumbai +7 more,, 501-1k Employees ,68 Reviews
9112,Bacancy Technology,3.4, 12 years old ,IT Services & Consulting , Ahmedabad +2 more,, 501-1k Employees ,68 Reviews
9113,Monotech Systems,3.9, 24 years old ,Printing & Publishing , Chennai +12 more,, 51-200 Employees ,68 Reviews
9114,Commerce Pundit,3.9, 14 years old ,IT Services & Consulting , Ahmedabad +3 more,, 11-50 Employees ,68 Reviews
9115,Johari Digital Healthcare,3.2, Public ,Healthcare , 44 years old , Jodhpur +2 more, 51-200 Employees ,68 Reviews
9116,Lifeline Hospital India,4.2, 26 years old ,Healthcare , Pune +25 more,, 201-500 Employees (Global) ,68 Reviews
9117,AIT Global,4.1, 20 years old ,IT Services & Consulting , Pune +3 more,, 51-200 Employees ,68 Reviews
9118,Sanghi Brothers,3.6, 73 years old ,Auto Components , Indore +5 more,, 501-1k Employees ,68 Reviews
9119,Mother’s Pride,4, 27 years old ,Education & Training , New Delhi +12 more,, 1k-5k Employees ,68 Reviews
9120,Techved Consulting,3.4, 16 years old ,IT Services & Consulting , Mumbai +5 more,, 11-50 Employees ,68 Reviews
9121,D2K Technologies India,3.7, 22 years old ,IT Services & Consulting , Mumbai +4 more,, 51-200 Employees ,68 Reviews
9122,Vasant Masala,4.1, 53 years old ,Retail , Ahmedabad +15 more,, 51-200 Employees ,68 Reviews
9123,Supreme Group,3, 66 years old ,Logistics , Dubai +20 more,, 201-500 Employees ,68 Reviews
9124,Mani Group,3.5, Kolkata +5 more,Real Estate ,,, 1k-5k Employees ,68 Reviews
9125,Karle Infra,3.8, 12 years old ,Real Estate , Bangalore/Bengaluru +1 more,, 201-500 Employees ,68 Reviews
9126,Namaste,3.9,,7 years old ,,, Hyderabad +13 more,68 Reviews
9127,Mahindra Powerol,4.2, Public ,Industrial Machinery , 22 years old , Mumbai +27 more, 51-200 Employees ,68 Reviews
9128,Allied Jb Friction,4.5, Neemrana +1 more,51-200 Employees ,,, 12 years old ,68 Reviews
9129,SSM InfoTech Solutions,3.2, 22 years old ,IT Services & Consulting , Surat +6 more,, 51-200 Employees ,68 Reviews
9130,Balaji Telefilms,3.2, Public ,Media & Entertainment , 29 years old , Mumbai +7 more, 201-500 Employees ,68 Reviews
9131,MicroGenesis Techsoft,3.7, 23 years old ,IT Services & Consulting , Bengaluru +3 more,, 51-200 Employees ,68 Reviews
9132,Aditya Hospital,4, 25 years old ,Healthcare , Hyderabad +12 more,, 51-200 Employees ,68 Reviews
9133,WHSmith,3.9, 231 years old ,Retail , Swindon +14 more,, 201-500 Employees ,68 Reviews
9134,Divyasree Developers,4.1, 19 years old ,Real Estate , Bangalore/Bengaluru +3 more,, 201-500 Employees ,68 Reviews
9135,SeedWorks International,4.5, 25 years old ,Agriculture , Hyderabad +24 more,, 201-500 Employees ,68 Reviews
9136,Panasonic Energy India Co,4, Public ,Auto Components , 51 years old , Vadodara +12 more, 501-1k Employees ,68 Reviews
9137,Edgetech Air Systems Pvt.,3.6, 18 years old ,Electronics Manufacturing , New Delhi +6 more,, 51-200 Employees ,68 Reviews
9138,Cambridge International School,4.1, 10 years old ,Education & Training , Nawanshahr +19 more,, 1k-5k Employees ,68 Reviews
9139,Magnum Mi Steel,3.6, 21 years old ,Iron & Steel , Bawal +7 more,, 51-200 Employees ,68 Reviews
9140,Kelvion,4, 103 years old ,Industrial Machinery , Bochum +8 more,, 51-200 Employees ,68 Reviews
9141,TekFriday Processing Solutions,3.8, 10 years old ,IT Services & Consulting , Hyderabad/Secunderabad,, 201-500 Employees ,68 Reviews
9142,Zenith Software,4.2, 27 years old ,IT Services & Consulting , Banglore +10 more,, 201-500 Employees ,68 Reviews
9143,Infosearch BPO Services,3.2, 18 years old ,BPO , Chennai +1 more,, 51-200 Employees ,68 Reviews
9144,RMZ Corp,3.5, 21 years old ,Real Estate , Bangalore/Bengaluru +3 more,, 201-500 Employees ,68 Reviews
9145,Signity Solutions,4.5, 14 years old ,IT Services & Consulting , Mohali +2 more,, 51-200 Employees ,68 Reviews
9146,CISB,3.9, 19 years old ,Law Enforcement & Security , Mumbai +26 more,, 1k-5k Employees ,68 Reviews
9147,Aaa Capital Services,3.3, 28 years old ,Financial Services , New Delhi +17 more,, 51-200 Employees ,68 Reviews
9148,Dhanuka Laboratories,4.1, Delhi +6 more,Pharma ,,, 201-500 Employees ,68 Reviews
9149,GetMyUni,3.4, Startup ,Education & Training , 8 years old , Bangalore +2 more, 51-200 Employees ,68 Reviews
9150,Sarda Metals & Alloys,4.2, Public ,Metals & Mining , 50 years old , Raipur +4 more, 201-500 Employees ,68 Reviews
9151,Microsoft Global Service Center,3.6,,10k-50k Employees ,,, Hyderabad/Secunderabad +7 more,68 Reviews
9152,Crescon Projects & Services,4.1, 12 years old ,IT Services & Consulting , Chennai +5 more,, 51-200 Employees ,68 Reviews
9153,Thar Worx,4,,1k-5k Employees ,,, Bengaluru/Bangalore +4 more,68 Reviews
9154,21K School,3.8, Startup ,Education & Training , 3 years old , Bangalore +3 more, 501-1k Employees ,68 Reviews
9155,Captain Steel,3.9, Kolkata +15 more,Iron & Steel ,,, 51-200 Employees ,68 Reviews
9156,PeopleStrong Technologies,3.6, 17 years old ,Software Product , Gurgaon/Gurugram +5 more,, 1k-5k Employees ,68 Reviews
9157,BACS HITECH ENGINEERING,3.9, 5 years old ,Engineering & Construction , Bhilai Nagar +22 more,, 501-1k Employees ,68 Reviews
9158,Universal Precision Screws,3.5, 17 years old ,Industrial Machinery , Rohtak +3 more,, 51-200 Employees ,68 Reviews
9159,Kun Hyundai,4.2, 25 years old ,Automobile , Chennai +8 more,, 51-200 Employees ,68 Reviews
9160,Vhb Medi Sciences,3.6, 77 years old ,Pharma , Mumbai +3 more,, 1k-5k Employees ,68 Reviews
9161,Sequretek It Solutions,3.6, Startup ,IT Services & Consulting , 10 years old , Mumbai +5 more, 201-500 Employees ,68 Reviews
9162,Avi Solar Energy,4.3, 13 years old ,Power , Bangalore +9 more,, 51-200 Employees ,68 Reviews
9163,Gits Food Products,3.9, 60 years old ,FMCG , Mumbai +22 more,, 201-500 Employees ,68 Reviews
9164,Saya homes,3.3, 23 years old ,Real Estate , Ghaziabad +3 more,, 201-500 Employees ,68 Reviews
9165,KLM Laboratories,4,,51-200 Employees ,,, Vadodara +15 more,68 Reviews
9166,Captain Steel,3.9, Kolkata +15 more,Iron & Steel ,,, 51-200 Employees ,68 Reviews
9167,PeopleStrong Technologies,3.6, 17 years old ,Software Product , Gurgaon/Gurugram +5 more,, 1k-5k Employees ,68 Reviews
9168,Gainwell CAT,4.2, Kolkata +19 more,Industrial Machinery ,,, 501-1k Employees ,68 Reviews
9169,Synamedia,3.7, 5 years old ,Software Product , Staines +3 more,, 501-1k Employees ,68 Reviews
9170,Hitachi MGRM Net,3.5, 5 years old ,IT Services & Consulting , New Delhi +5 more,, 1k-5k Employees ,68 Reviews
9171,Crescon Projects & Services,4.1, 12 years old ,IT Services & Consulting , Chennai +5 more,, 51-200 Employees ,68 Reviews
9172,Corizo,4.4, 1 years old ,EdTech , Bengaluru/Bangalore +1 more,, 51-200 Employees ,68 Reviews
9173,Bizbox Publishing,3.2, New Delhi +4 more,IT Services & Consulting ,,, 201-500 Employees ,68 Reviews
9174,Tata Business Hub,3.7,,501-1k Employees ,,, Mumbai +9 more,68 Reviews
9175,Thar Worx,4,,1k-5k Employees ,,, Bengaluru/Bangalore +4 more,68 Reviews
9176,21K School,3.8, Startup ,Education & Training , 3 years old , Bangalore +3 more, 501-1k Employees ,68 Reviews
9177,Nordex India,3.8, 38 years old ,Internet , Hamburg +10 more,, 51-200 Employees ,68 Reviews
9178,Jyothy Labs,4.1,,Mumbai +28 more,,,,68 Reviews
9179,TechStar Group,3.7, 21 years old ,IT Services & Consulting , Dallas +4 more,, 1k-5k Employees ,68 Reviews
9180,TechStar Group,3.7, 21 years old ,IT Services & Consulting , Dallas +4 more,, 1k-5k Employees ,68 Reviews
9181,Luthra Group Company,3.9, Central ,Waste Management , 43 years old , Surat +9 more, 51-200 Employees ,68 Reviews
9182,Colan Infotech,3.9, 14 years old ,IT Services & Consulting , Chennai +3 more,, 201-500 Employees ,68 Reviews
9183,Reserve Bank Information Technology,3.7, 7 years old ,IT Services & Consulting , Navi Mumbai +3 more,, 201-500 Employees ,68 Reviews
9184,PERSOLKELLY,4,,201-500 Employees ,,, Gurgaon/Gurugram +16 more,68 Reviews
9185,Talkcharge Technologies,3.9, Startup ,Internet , 7 years old , Gurgaon +4 more, 11-50 Employees ,67 Reviews
9186,Andhra Petrochemicals,4.4, Public ,Chemicals / Agri Inputs , 39 years old , Tanuku +2 more, 501-1k Employees ,67 Reviews
9187,BRG Group,3.7, 29 years old ,Metals & Mining , Kolkata +7 more,, 1k-5k Employees (Global) ,67 Reviews
9188,Tynor Orthotics,3.5, 30 years old ,Fitness & Wellness , Mohali +3 more,, 1k-5k Employees ,67 Reviews
9189,Oil Field Instrumentation,2.8, 31 years old ,Oil & Gas , Mumbai +9 more,, 501-1k Employees ,67 Reviews
9190,FIT 3PL Warehousing,4.1, 37 years old ,Logistics , Bengaluru +21 more,, 501-1k Employees ,67 Reviews
9191,Abaris Healthcare,3.7, 18 years old ,Pharma , Ahmedabad +12 more,, 11-50 Employees ,67 Reviews
9192,Mahatma Gandhi Medical College & Hospital,4.4, 23 years old ,Education & Training , Jaipur +10 more,, 501-1k Employees ,67 Reviews
9193,XL Laboratories,3.9, 22 years old ,Pharma , New Delhi +4 more,, 51-200 Employees ,67 Reviews
9194,Mitsuba,3.8, 26 years old ,Auto Components , Michigan +6 more,, 51-200 Employees ,67 Reviews
9195,Tbs India Telematic Biomedical Services,4.1, 23 years old ,Healthcare , Bangalore/Bengaluru +14 more,, 51-200 Employees ,67 Reviews
9196,Bird Group,3.4, Conglomerate ,Aviation , 52 years old , Delhi/NCR +6 more, 1k-5k Employees ,67 Reviews
9197,Detroit Engineered Products,3.1, 25 years old ,Automobile , Troy +6 more,, 201-500 Employees ,67 Reviews
9198,Lotus Surgicals,4.2, 18 years old ,Medical Equipment , Mumbai +14 more,, 201-500 Employees ,67 Reviews
9199,Excell Autovista,3.1, 19 years old ,Automobile , Mumbai +5 more,, 501-1k Employees ,67 Reviews
9200,SEPCO ELECTRIC POWER CONSTRUCTION CORPORATION,4.3, 71 years old ,Engineering & Construction , Jinan +20 more,, 5k-10k Employees ,67 Reviews
9201,Consultancy Services,4.1, 13 years old ,Recruitment , Rajkot +25 more,, 11-50 Employees ,67 Reviews
9202,Magicmind Technologies,3.8, Public ,IT Services & Consulting , 7 years old , Kolkata, 51-200 Employees ,67 Reviews
9203,Ssnr Projects.pvt.ltd,3.9, 11 years old ,Engineering & Construction , Visakhapatnam/Vizag +11 more,, 51-200 Employees ,67 Reviews
9204,Allena Auto Industries,3.5, 47 years old ,Auto Components , Mohali +4 more,, 201-500 Employees ,67 Reviews
9205,Danem Engineering Works,3.9, 25 years old ,Engineering & Construction , Doha +6 more,, 51-200 Employees ,67 Reviews
9206,Delcure Life Sciences,3.5, 10 years old ,Pharma , Thane +13 more,, 51-200 Employees ,67 Reviews
9207,Colorbar Usa,4.2, Delhi/NCR +24 more,Beauty & Personal Care ,,, 19 years old ,67 Reviews
9208,Artefact Projects,2.2, 2023 years old ,Agriculture , Nagpur +8 more,, 1-10 Employees ,67 Reviews
9209,NNE,4, Public ,Pharma , 32 years old , Virum +8 more, 201-500 Employees ,67 Reviews
9210,BESCOM,3.9, 21 years old ,Power , Bengaluru +7 more,, 5k-10k Employees (Global) ,67 Reviews
9211,Rohini Industrial Electricals,4, Public ,Electrical Equipment , 40 years old , Mumbai +14 more, 201-500 Employees ,67 Reviews
9212,Infinium Toyota,4.1, 23 years old ,Automobile , Ahmedabad +6 more,, 201-500 Employees ,67 Reviews
9213,Ind Synergy,4,,1k-5k Employees ,,, Nagpur +4 more,67 Reviews
9214,Bonito Designs,2.6, Startup ,Architecture & Interior Design , 11 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
9215,Icreon Communications,3.8, 23 years old ,IT Services & Consulting , New York +3 more,, 51-200 Employees ,67 Reviews
9216,Mediaocean,4.3, 56 years old ,Software Product , New York,, 201-500 Employees ,67 Reviews
9217,HERO ECOTECH,4.3, Public ,Automobile , 13 years old , Ludhiana +3 more, 51-200 Employees ,67 Reviews
9218,Signiwis Technologies,3.8, 9 years old ,IT Services & Consulting , Bangalore/Bengaluru +1 more,, 51-200 Employees ,67 Reviews
9219,Ganga Medical Centre & Hospitals,4.1, 45 years old ,Healthcare , Coimbatore +13 more,, 501-1k Employees ,67 Reviews
9220,Manav Rachna International University,3.6, 19 years old ,Education & Training , Faridabad +3 more,, 51-200 Employees ,67 Reviews
9221,Indian Agricultural Research Institute,4.4, 118 years old ,Education & Training , New Delhi +7 more,, 51-200 Employees ,67 Reviews
9222,Parle Global Technologies,4.3, 49 years old ,Pharma , Thane +7 more,, 201-500 Employees ,67 Reviews
9223,Gateway Rail Freight,3.9, 18 years old ,Urban Transport , New Delhi +8 more,, 1k-5k Employees ,67 Reviews
9224,KSA PowerInfra,3.3, 12 years old ,Power , Chennai +14 more,, 51-200 Employees ,67 Reviews
9225,Synergy Systems & Solutions,4, 29 years old ,Industrial Automation , Faridabad +10 more,, 51-200 Employees ,67 Reviews
9226,KARL STORZ,3.9, 78 years old ,Healthcare , Tuttlingen +14 more,, 51-200 Employees ,67 Reviews
9227,Cello,3.7, Mumbai +15 more,10k-50k Employees ,,, 56 years old ,67 Reviews
9228,Ananda Dairy,4.1, 34 years old ,Agriculture , Noida +14 more,, 51-200 Employees ,67 Reviews
9229,Al Gihaz Holding,4.4, 48 years old ,Electronics Manufacturing , Riyadh +6 more,, 1k-5k Employees (Global) ,67 Reviews
9230,Defence Research & Development Laboratory,4.6,,1k-5k Employees ,,, Hyderabad/Secunderabad +3 more,67 Reviews
9231,Shri Ram Murti Smarak Institute of Medical Sciences,4, 33 years old ,Education & Training , Bareilly +4 more,, 501-1k Employees (Global) ,67 Reviews
9232,Suvidha Engineers,4.3, 40 years old ,Engineering & Construction , Noida +15 more,, 201-500 Employees ,67 Reviews
9233,Simon India,3.6, 20 years old ,Oil & Gas , Delhi/NCR +13 more,, 51-200 Employees ,67 Reviews
9234,Sanjay Ghodawat Group,3.4, 31 years old ,Food Processing , Kolhapur +15 more,, 5k-10k Employees (Global) ,67 Reviews
9235,Phronesis Partners,3.4, 10 years old ,Analytics & KPO , Boston +1 more,, 201-500 Employees ,67 Reviews
9236,Pigeon India,4, 66 years old ,Consumer Electronics & Appliances , Tokyo +11 more,, 51-200 Employees ,67 Reviews
9237,Calvin Klein Jeans,4.7, Public ,Fashion & Textile , 55 years old , New York City +21 more, 10k-50k Employees (Global) ,67 Reviews
9238,Ankura Hospital,3.3, 12 years old ,Healthcare , Hyderabad +2 more,, 501-1k Employees (Global) ,67 Reviews
9239,RevoKarmaHub Software And Services,3.2, 8 years old ,IT Services & Consulting , Vadodara/Baroda +1 more,, 11-50 Employees ,67 Reviews
9240,Indeed,4.1, 19 years old ,Internet , Austin +14 more,, 1k-5k Employees ,67 Reviews
9241,B.P. Poddar Hospital & Medical Research,3.3, Public ,Healthcare , 19 years old , Kolkata +1 more, 201-500 Employees ,67 Reviews
9242,Freight Systems,4, Public ,Ports & Shipping , 35 years old , Dubai +12 more, 501-1k Employees ,67 Reviews
9243,BASE Educational Services,4.2, 32 years old ,Education & Training , Bangalore/Bengaluru +3 more,, 201-500 Employees ,67 Reviews
9244,Presto Stantest,4, 41 years old ,Industrial Machinery , Faridabad +6 more,, 51-200 Employees ,67 Reviews
9245,GeeksForGeeks,4.3, 14 years old ,Education & Training , Noida +3 more,, 11-50 Employees (Global) ,67 Reviews
9246,Oneindia BSC,3.6, 8 years old ,Financial Services , Bangalore/Bengaluru +2 more,, 51-200 Employees ,67 Reviews
9247,Antal International,3.1, 30 years old ,Recruitment , London +8 more,, 51-200 Employees ,67 Reviews
9248,HTC,4.4, 26 years old ,Consumer Electronics & Appliances , Taoyuan +24 more,, 1-10 Employees ,67 Reviews
9249,Enrich Agro Food Products,3.7, 12 years old ,FMCG , Gurgaon/Gurugram +4 more,, 201-500 Employees ,67 Reviews
9250,Perfios Software Solutions,4.1, 15 years old ,FinTech , Bengaluru/Bangalore +4 more,, 1k-5k Employees ,67 Reviews
9251,Yoma Multinational Solutions,3.8, 11 years old ,Recruitment , Gurugram +18 more,, 51-200 Employees ,67 Reviews
9252,Ambrane India,3.8, Startup ,Consumer Electronics & Appliances , 11 years old , Delhi/NCR +6 more, 201-500 Employees ,67 Reviews
9253,Rapid Global Business Solutions,3.9, 26 years old ,Management Consulting , Troy +5 more,, 201-500 Employees ,67 Reviews
9254,Provab Technosoft,3.5, 20 years old ,IT Services & Consulting , Bangalore/Bengaluru +1 more,, 201-500 Employees ,67 Reviews
9255,Institute of Liver & Biliary Sciences,4.2, 14 years old ,Education & Training , New Delhi,, 201-500 Employees ,67 Reviews
9256,Le Passage to India Tours & Travels,4.5, 19 years old ,Travel & Tourism , Noida +9 more,, 501-1k Employees (Global) ,67 Reviews
9257,Iprogrammer Solutions,4.4, 16 years old ,IT Services & Consulting , Missoula +1 more,, 51-200 Employees ,67 Reviews
9258,Majestique Landmarks,3.9, 16 years old ,Engineering & Construction , Pune +2 more,, 51-200 Employees ,67 Reviews
9259,Winkies,3.8,,Kolkata +15 more,,,,67 Reviews
9260,Unique Builders,3.6, 21 years old ,Engineering & Construction , Jaipur +12 more,, 51-200 Employees ,67 Reviews
9261,Pokarna,3.9, Public ,Building Material , 22 years old , Hyderabad/Secunderabad +3 more, 201-500 Employees ,67 Reviews
9262,Computer Generated Solutions,3.2, 39 years old ,IT Services & Consulting , New York +3 more,, 201-500 Employees ,67 Reviews
9263,Sarvatra Technologies,4, 23 years old ,FinTech , Pune +7 more,, 201-500 Employees ,67 Reviews
9264,Secure Network Solutions,4.4, 23 years old ,IT Services & Consulting , Chennai +9 more,, 51-200 Employees ,67 Reviews
9265,Bangalore Metro Rail Corporation,3.9, Central ,Urban Transport , 12 years old , Bengaluru +3 more, 201-500 Employees ,67 Reviews
9266,Arya Iron & Steel Co.,4.3, 19 years old ,Iron & Steel , Mumbai +4 more,, 501-1k Employees ,67 Reviews
9267,S K Samanta & Co,3.6, 41 years old ,Engineering & Construction , Kolkata +6 more,, 51-200 Employees ,67 Reviews
9268,Winsome Textile Industries,4.1, Public ,Fashion & Textile , 33 years old , Chandigarh +6 more, 501-1k Employees ,67 Reviews
9269,YLG Salon & Spa,3.1, 14 years old ,Beauty & Personal Care , Bangalore +3 more,, 51-200 Employees ,67 Reviews
9270,Krishna Institute of Engineering & Technology,3.9, 25 years old ,Education & Training , Ghaziabad +7 more,, 501-1k Employees ,67 Reviews
9271,Gitanjali Gems,4, Public ,Jewellery , 57 years old , Mumbai +13 more, 501-1k Employees ,67 Reviews
9272,Sumitomo Mitsui Banking Corporation,2.6, 22 years old ,Financial Services , New York +3 more,, 201-500 Employees ,67 Reviews
9273,Doctors for you,4, 16 years old ,Non-Profit , bombay +23 more,, 501-1k Employees ,67 Reviews
9274,Qarmatek Services,3.4, 12 years old ,Facility Management Services , Ahmedabad +8 more,, 11-50 Employees ,67 Reviews
9275,Vega Industries,4.1, 23 years old ,Beauty & Personal Care , Noida +10 more,, 501-1k Employees ,67 Reviews
9276,Repos Energy,3.8, Startup ,Power , 6 years old , Pune +5 more, 51-200 Employees ,67 Reviews
9277,De Lage Landen Financial Services,4.5, 54 years old ,Financial Services , Eindhoven +22 more,, 201-500 Employees ,67 Reviews
9278,24seven,4.4, New Delhi +12 more,Retail ,,, 51-200 Employees ,67 Reviews
9279,rProcess Outsourcing Services,3.9, 13 years old ,Analytics & KPO , Bengaluru +1 more,, 501-1k Employees (Global) ,67 Reviews
9280,Srinivasa Farms,4, 58 years old ,Food Processing , Hyderabad/Secunderabad +10 more,, 1k-5k Employees ,67 Reviews
9281,Promaestro Techsource,4.6, 15 years old ,IT Services & Consulting , Hyderabad +2 more,, 51-200 Employees ,67 Reviews
9282,Magicmind Technologies,3.8, Public ,IT Services & Consulting , 7 years old , Kolkata, 51-200 Employees ,67 Reviews
9283,Ssnr Projects.pvt.ltd,3.9, 11 years old ,Engineering & Construction , Visakhapatnam/Vizag +11 more,, 51-200 Employees ,67 Reviews
9284,Krishna Institute of Engineering & Technology,3.9, 25 years old ,Education & Training , Ghaziabad +7 more,, 501-1k Employees ,67 Reviews
9285,Enrich Agro Food Products,3.7, 12 years old ,FMCG , Gurgaon/Gurugram +4 more,, 201-500 Employees ,67 Reviews
9286,Yoma Multinational Solutions,3.8, 11 years old ,Recruitment , Gurugram +18 more,, 51-200 Employees ,67 Reviews
9287,Bangalore Metro Rail Corporation,3.9, Central ,Urban Transport , 12 years old , Bengaluru +3 more, 201-500 Employees ,67 Reviews
9288,Pigeon India,4, 66 years old ,Consumer Electronics & Appliances , Tokyo +11 more,, 51-200 Employees ,67 Reviews
9289,Sanjay Ghodawat Group,3.4, 31 years old ,Food Processing , Kolhapur +15 more,, 5k-10k Employees (Global) ,67 Reviews
9290,Simon India,3.6, 20 years old ,Oil & Gas , Delhi/NCR +13 more,, 51-200 Employees ,67 Reviews
9291,Suvidha Engineers,4.3, 40 years old ,Engineering & Construction , Noida +15 more,, 201-500 Employees ,67 Reviews
9292,Calvin Klein Jeans,4.7, Public ,Fashion & Textile , 55 years old , New York City +21 more, 10k-50k Employees (Global) ,67 Reviews
9293,VISPL,4.2, 15 years old ,Recruitment , Noida +5 more,, 10k-50k Employees ,67 Reviews
9294,6Sense,3.8, Startup ,Software Product , 10 years old , San Francisco +1 more, 201-500 Employees ,67 Reviews
9295,SGSL ( Suzlon Global Services Ltd ),3.9,,51-200 Employees ,,, Pune +21 more,67 Reviews
9296,Bo International,3.9, 10 years old ,Beauty & Personal Care , Delhi/NCR +1 more,, 11-50 Employees ,67 Reviews
9297,Cashfree Payments,3.6, Startup ,FinTech , 8 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
9298,Government of Uttar Pradesh,4, Lucknow +22 more,Government ,,, 1 Lakh+ Employees ,67 Reviews
9299,Aditya Birla Insurance Brokers,3.8, Public ,Insurance , 20 years old , Veraval +17 more, 201-500 Employees ,67 Reviews
9300,Xiaomi Service Center,4.4,,10k-50k Employees ,,, Patna +42 more,67 Reviews
9301,Vegazva Engineering,3.7, 16 years old ,IT Services & Consulting , Gurgaon/Gurugram +5 more,, 51-200 Employees ,67 Reviews
9302,CLIRNet,3.3, Startup ,Internet , 8 years old , Mumbai +1 more, 51-200 Employees ,67 Reviews
9303,Abryl Laboratories Manufacturing Unit,4.1, 7 years old ,Pharma ,  Dera Bassi +4 more,, 201-500 Employees ,67 Reviews
9304,Prominent Consultant,4.7, Vadodara +4 more,11-50 Employees ,,, 16 years old ,67 Reviews
9305,Cropdata Technology,3.5, 7 years old ,Software Product , Nagpur +9 more,, 501-1k Employees ,67 Reviews
9306,Cashfree Payments,3.6, Startup ,FinTech , 8 years old , Bangalore +3 more, 201-500 Employees ,67 Reviews
9307,Bo International,3.9, 10 years old ,Beauty & Personal Care , Delhi/NCR +1 more,, 11-50 Employees ,67 Reviews
9308,SGSL ( Suzlon Global Services Ltd ),3.9,,51-200 Employees ,,, Pune +21 more,67 Reviews
9309,6Sense,3.8, Startup ,Software Product , 10 years old , San Francisco +1 more, 201-500 Employees ,67 Reviews
